"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"phiJS[4,36]",0.597686,0.8823465,0.999558,0.8488668957375,0.122485154706651,NA,0.0010350629000889,0.8,14003,0.0370804858764416,1.00903757785378
"phiJS[5,36]",0.760136,0.9248085,0.998609,0.906413976975,0.0749392124372906,NA,0.000505254759143583,0.7,21999,0.0117757111132215,1.01559776059128
"phiJS[1,37]",0.761549,0.926443,0.99937,0.907078836425,0.0756748400637959,NA,0.000472187627549534,0.6,25685,0.0159079851495811,1.01675133190295
"phiJS[2,37]",0.824673,0.943201,0.998824,0.929950785575,0.0547155750989566,NA,0.000444502816014498,0.8,15152,0.0230662822481906,1.02308540613809
"phiJS[3,37]",0.765224,0.919801,0.998418,0.903068509675,0.0724075807470737,NA,0.000685621577856252,0.9,11153,0.0435144576322096,1.02282887613628
"phiJS[4,37]",0.631337,0.893668,0.998714,0.86280367355,0.113030559222107,NA,0.00112882480665864,1,10026,0.0482166009044859,1.00945097663445
"phiJS[5,37]",0.694048,0.9167825,0.998542,0.889603096425,0.0970453490423825,NA,0.000620619271773937,0.6,24451,0.0230670257658777,1.01056241282216
"phiJS[1,38]",0.759776,0.928096,0.99876,0.908807897375,0.0743681600129577,NA,0.000533719530560098,0.7,19415,0.0161096143050124,1.01526248531711
"phiJS[2,38]",0.827868,0.9446995,0.999293,0.931372034975,0.0540474967954562,NA,0.000427841843844945,0.8,15958,0.0317977277405534,1.02423485668835
"phiJS[3,38]",0.76912,0.921993,0.998164,0.9056595249,0.0706446028552284,NA,0.000699799082133883,1,10191,0.0451605700525823,1.02433060373066
"phiJS[4,38]",0.64479,0.897208,0.998088,0.8671828589375,0.109774051128022,NA,0.00106390466797202,1,10646,0.047365894410466,1.01005341654553
"phiJS[5,38]",0.715166,0.921015,0.998527,0.89580388865,0.0907597657038333,NA,0.000576617482501847,0.6,24775,0.017263257800637,1.01156142184045
"phiJS[1,39]",0.764534,0.9256935,0.998239,0.907672085525,0.0733398823853728,NA,0.000489825459199779,0.7,22418,0.0120324535745383,1.01658350581692
"phiJS[2,39]",0.83132,0.9434835,0.998894,0.93133623905,0.0524420162831131,NA,0.00045115195902098,0.9,13512,0.0318242379809519,1.02836770860149
"phiJS[3,39]",0.7517,0.9165485,0.99807,0.8987736992,0.0756482257533956,NA,0.000691492811788148,0.9,11968,0.0363760902475767,1.02069033755967
"phiJS[4,39]",0.65298,0.8961595,0.998208,0.8679502180325,0.106590157476476,NA,0.000954705312351145,0.9,12465,0.0283619861912644,1.01014774771494
"phiJS[5,39]",0.719702,0.9202015,0.998972,0.8965043364,0.0889164513343272,NA,0.000512357028626359,0.6,30117,0.00450225006799294,1.01475646252672
"phiJS[1,40]",0.739368,0.9199475,0.999062,0.89956889565,0.0807125263687622,NA,0.000482426233762672,0.6,27991,0.00892627820523301,1.03154670904452
"phiJS[2,40]",0.820947,0.9412295,0.998639,0.927842612875,0.0557947739217262,NA,0.000475523434565548,0.9,13767,0.021755200999275,1.02230829137484
"phiJS[3,40]",0.75746,0.916888,0.998399,0.899889159425,0.0743829342634579,NA,0.000678138045938923,0.9,12031,0.0390336417163141,1.0202309350493
"phiJS[4,40]",0.617877,0.8880205,0.998494,0.856705637325,0.11596813313172,NA,0.000993328636162007,0.9,13630,0.0402321491068096,1.00849548758936
"phiJS[5,40]",0.733906,0.9217925,0.999069,0.899868075175,0.0840409711207789,NA,0.000496465695557565,0.6,28655,0.00910857343285147,1.01293457747241
"phiJS[1,41]",0.728799,0.91897,0.998914,0.897050590025,0.0839118200326222,NA,0.000556219831548327,0.7,22759,0.023358680254221,1.01978603204555
"phiJS[2,41]",0.829573,0.9427275,0.999038,0.930553302075,0.0529456010264236,NA,0.000455086801637615,0.9,13535,0.0276133240860265,1.02323406393603
"phiJS[3,41]",0.748674,0.9153115,0.997535,0.89766474585,0.0768513479842305,NA,0.00065137760154041,0.8,13920,0.0315054971977701,1.02061070736526
"phiJS[4,41]",0.636986,0.891143,0.998605,0.861820607505,0.111589299051512,NA,0.000984533793702198,0.9,12846,0.0433457025293509,1.00908651965058
"phiJS[5,41]",0.748053,0.925162,0.999126,0.904487337375,0.0793329217790225,NA,0.000445224315100494,0.6,31750,0.00304172580935532,1.0140189856524
"phiJS[1,42]",0.763364,0.928197,0.999178,0.909435625625,0.0732095949977912,NA,0.000514685671670595,0.7,20233,0.0269007531944896,1.01620867658188
"phiJS[2,42]",0.837814,0.9465625,0.998623,0.934821426375,0.0502175349714365,NA,0.000460449759108068,0.9,11895,0.0322499892182705,1.02534172405414
"phiJS[3,42]",0.762336,0.920356,0.998406,0.902956300325,0.0731674066376596,NA,0.000727504710087204,1,10115,0.0401534298931682,1.01909567584703
"phiJS[4,42]",0.652473,0.8993605,0.998313,0.8703372496,0.106592480638602,NA,0.000983360260908044,0.9,11750,0.040564293460991,1.00795683555563
"phiJS[5,42]",0.765495,0.9304145,0.999415,0.91103073245,0.0742537014686053,NA,0.000507564212396058,0.7,21402,0.0140129940979526,1.01420234259393
"phiJS[1,43]",0.764942,0.9273155,0.998906,0.9091987391,0.0720074077063311,NA,0.00042541480082788,0.6,28650,0.00632573226255201,1.01826002684065
"phiJS[2,43]",0.832206,0.944315,0.998757,0.932068813875,0.0522147273465119,NA,0.000421528422592586,0.8,15344,0.030655695149644,1.02612752553208
"phiJS[3,43]",0.777727,0.9229855,0.998287,0.907496754825,0.0679374424600869,NA,0.000653087999362571,1,10821,0.045532636669779,1.02307085001175
"phiJS[4,43]",0.613853,0.8894135,0.998207,0.8563191516175,0.118449159351746,NA,0.00102065230261205,0.9,13468,0.0332613423982025,1.00885978401263
"phiJS[5,43]",0.752958,0.926792,0.999574,0.90613782555,0.078986079668416,NA,0.000487045053270545,0.6,26300,0.00959529237042773,1.01446608703372
"phiJS[1,44]",0.791696,0.9334595,0.998665,0.9175970333,0.0640455012297736,NA,0.000471117194604841,0.7,18481,0.0266172407497436,1.02003754341438
"phiJS[2,44]",0.820255,0.9417985,0.99853,0.928192104225,0.056092705114096,NA,0.000429942261991371,0.8,17021,0.0265618225186254,1.01991533899227
"phiJS[3,44]",0.747224,0.915678,0.998493,0.8975923731,0.0765481316523146,NA,0.000633414556720859,0.8,14605,0.047655969474697,1.05943033518348
"phiJS[4,44]",0.63093,0.892967,0.998224,0.8620884078225,0.113005776786113,NA,0.00105003014224315,0.9,11582,0.0365610330534164,1.00967018281672
"phiJS[5,44]",0.764561,0.928713,0.998622,0.909685841425,0.0737806651285433,NA,0.000457839787888985,0.6,25969,0.021667922641036,1.0152852698997
"phiJS[1,45]",0.80011,0.933606,0.998941,0.919090660675,0.0614677135361306,NA,0.000524119856837993,0.9,13754,0.0273651148114256,1.02045767058332
"phiJS[2,45]",0.826569,0.943115,0.998676,0.93045886585,0.0537078536332053,NA,0.000516230375510927,1,10824,0.042091592781023,1.02255889055699
"phiJS[3,45]",0.766788,0.9187695,0.997642,0.903502068975,0.0700186019831727,NA,0.000741138795185697,1.1,8925,0.0397597528835974,1.03296665513554
"phiJS[4,45]",0.643116,0.893182,0.997694,0.86452034775,0.108668506555479,NA,0.000955897694178258,0.9,12924,0.0374092788730549,1.00986818402815
"phiJS[5,45]",0.771964,0.9292595,0.999088,0.911429610625,0.0713080748071348,NA,0.000461636439138791,0.6,23860,0.00330330465584505,1.01617360291331
"phiJS[1,46]",0.788667,0.9303175,0.99893,0.915065801425,0.0650321950452255,NA,0.000533428073496248,0.8,14863,0.0318901160890778,1.01893926934517
"phiJS[2,46]",0.832278,0.944386,0.997954,0.9322688604,0.0515601087815401,NA,0.000466994244134158,0.9,12190,0.0348817590353104,1.02245667731541
"phiJS[3,46]",0.770896,0.9199595,0.998155,0.904532754275,0.0690847663024416,NA,0.00070963429082501,1,9478,0.0506799708323585,1.02231893806439
"phiJS[4,46]",0.663576,0.895804,0.997678,0.869307261705,0.103403229375937,NA,0.000926130327514864,0.9,12466,0.0366248500886931,1.01079505830729
"phiJS[5,46]",0.780601,0.9308045,0.998069,0.91419811275,0.067823799689136,NA,0.000434923635293544,0.6,24319,0.0178179798183067,1.01749728116352
"phiJS[1,47]",0.778463,0.929782,0.999259,0.91292962205,0.0685105747649957,NA,0.000450141690509143,0.7,23164,0.0203364134828146,1.0181057350627
"phiJS[2,47]",0.841179,0.947007,0.998982,0.9353221811,0.0492111026763897,NA,0.000521399611679446,1.1,8908,0.0387569775120604,1.0251911294479
"phiJS[3,47]",0.766224,0.9195115,0.998687,0.903291712375,0.0710789414388252,NA,0.00072692205332326,1,9561,0.0511396884143269,1.02520059295118
"phiJS[4,47]",0.678755,0.900482,0.998508,0.875558458525,0.098418018274172,NA,0.000940043405192811,1,10961,0.0346215855188104,1.00963989840626
"phiJS[5,47]",0.775408,0.9313425,0.998305,0.913198866425,0.0709046757945837,NA,0.000497016689681011,0.7,20352,0.024177172083234,1.01540041817615
"phiJS[1,48]",0.775861,0.927909,0.998539,0.91122360685,0.0692028853286698,NA,0.000446925919173694,0.6,23976,0.00887689861043842,1.01753353149174
"phiJS[2,48]",0.846623,0.9475915,0.999499,0.93687873185,0.0473812846955339,NA,0.000567135570638306,1.2,6980,0.048864785913856,1.02523192998359
"phiJS[3,48]",0.785006,0.924142,0.99817,0.9096381742,0.0651002538553211,NA,0.000723863919793818,1.1,8088,0.042818739681625,1.02467946018939
"phiJS[4,48]",0.68775,0.9033045,0.99846,0.878371424675,0.0969229520262255,NA,0.000882024216645497,0.9,12075,0.0393354423025079,1.00983625125987
"phiJS[5,48]",0.764745,0.9279625,0.999548,0.909091662325,0.0753462942980132,NA,0.000461516304902682,0.6,26653,0.0135156462925259,1.01502929902961
"phiJS[1,49]",0.774053,0.927764,0.998527,0.9111202404,0.0696163727788627,NA,0.000418112947754901,0.6,27723,0.015988826719124,1.01620518428518
"phiJS[2,49]",0.837665,0.9453525,0.998722,0.933934476825,0.0497917816786237,NA,0.000442494495285664,0.9,12662,0.0435070568337713,1.02394339400867
"phiJS[3,49]",0.787408,0.9246025,0.998228,0.910302105675,0.0643234563188471,NA,0.000805289751353204,1.3,6380,0.054639070792586,1.02568516314424
"phiJS[4,49]",0.664262,0.896745,0.997904,0.869953227275,0.103428340718182,NA,0.000960551006851715,0.9,11594,0.0308025430505781,1.00962843922542
"phiJS[5,49]",0.759782,0.926255,0.998625,0.9074029603,0.0750564964553164,NA,0.000447957587001985,0.6,28074,0.0196290500694083,1.01348173701312
"phiJS[1,50]",0.791361,0.932529,0.998572,0.916805738125,0.0647190605978352,NA,0.000443100128253361,0.7,21333,0.0122033957175495,1.01896906031019
"phiJS[2,50]",0.837239,0.945252,0.999315,0.9337143493,0.0498977252644898,NA,0.00046663261961771,0.9,11434,0.0408140807097014,1.02277074863368
"phiJS[3,50]",0.725319,0.909067,0.998079,0.88910315185,0.0836237587479968,NA,0.000630552630208767,0.8,17588,0.0275751952816415,1.01604280169473
"phiJS[4,50]",0.669809,0.900819,0.997771,0.874016118975,0.10106080950682,NA,0.00103111876604169,1,9606,0.0451867237837068,1.00945614165391
"phiJS[5,50]",0.770176,0.929479,0.998703,0.911399338825,0.072481392661018,NA,0.00043337101475965,0.6,27973,0.0128681553212381,1.01542955240659
"phiJS[1,51]",0.797285,0.932664,0.998531,0.91831935985,0.062140846111029,NA,0.00052182868125826,0.8,14181,0.0206785635592459,1.02006240164685
"phiJS[2,51]",0.841277,0.9460645,0.998811,0.934705314625,0.0488123472201344,NA,0.000488881758238857,1,9969,0.0434376508168991,1.02622328951317
"phiJS[3,51]",0.734071,0.910429,0.998572,0.891997014775,0.0805360611186965,NA,0.000627364646269738,0.8,16479,0.0312922939562384,1.01948650304809
"phiJS[4,51]",0.686938,0.900538,0.997131,0.87722754745,0.0951989562180617,NA,0.000835306292292484,0.9,12989,0.0275983970741467,1.01223252774399
"phiJS[5,51]",0.77665,0.929861,0.998756,0.912364888605,0.0712296648445498,NA,0.000480094249772126,0.7,22012,0.0189567727174553,1.01451464030315
"phiJS[1,52]",0.76276,0.924348,0.998233,0.9064211286,0.0725997597149528,NA,0.000482506109301545,0.7,22639,0.0199426674304715,1.02896147098629
"phiJS[2,52]",0.826248,0.941527,0.998946,0.92927512875,0.0530274432977014,NA,0.000480148074982283,0.9,12197,0.0395852002633856,1.03119233409408
"phiJS[3,52]",0.750088,0.9136695,0.997462,0.896895246325,0.075306463818946,NA,0.000682645590255571,0.9,12170,0.0327875205593838,1.02387183670001
"phiJS[4,52]",0.692894,0.902623,0.997824,0.8796849393,0.0934645740966782,NA,0.000931487117418376,1,10068,0.0520560214276596,1.01106507473991
"phiJS[5,52]",0.794665,0.933458,0.999059,0.9181128997,0.0636666246650452,NA,0.000481495204360713,0.8,17484,0.0266993296494303,1.02053817116283
"phiJS[1,53]",0.791202,0.9319385,0.998434,0.916390325775,0.0645170593557669,NA,0.000501019147353755,0.8,16582,0.0222216406963835,1.02474482231134
"phiJS[2,53]",0.849,0.947937,0.998698,0.9375776418,0.0461094314240557,NA,0.000416403898838118,0.9,12262,0.0485636861523965,1.03140508857691
"phiJS[3,53]",0.778598,0.9227675,0.997799,0.9077657741,0.0670646406758162,NA,0.000678072186151362,1,9782,0.037500193244386,1.02717437003469
"phiJS[4,53]",0.713719,0.90808,0.998148,0.886098443075,0.0881826922177004,NA,0.00086176613048559,1,10471,0.0498282635001782,1.01080938387859
"phiJS[5,53]",0.798253,0.9355255,0.998984,0.92025894255,0.0627527567541113,NA,0.000481820992579855,0.8,16963,0.019012763790366,1.02039088508306
"phiJS[1,54]",0.720476,0.917053,0.998267,0.89431680795,0.0866038203513468,NA,0.000551449588276537,0.6,24664,0.0154473020823838,1.04460209742063
"phiJS[2,54]",0.82777,0.9418445,0.99908,0.929862696875,0.0523028815298971,NA,0.000428773416378802,0.8,14880,0.0289083208733579,1.02335435010455
"phiJS[3,54]",0.748215,0.9112415,0.998177,0.894629431425,0.0759822841046141,NA,0.000606139311636388,0.8,15714,0.0267306330002033,1.02370767340989
"phiJS[4,54]",0.686472,0.9015305,0.998335,0.877430524275,0.0956953242850071,NA,0.000909330186407585,1,11075,0.0424248953806258,1.01025943686654
"phiJS[5,54]",0.798847,0.9348,0.998678,0.919637092475,0.0621962160703946,NA,0.000488468930357254,0.8,16213,0.0268395158339634,1.02164895805471
"phiJS[1,55]",0.734394,0.9193415,0.998838,0.898251105875,0.0822252917165662,NA,0.000534231523427051,0.6,23689,0.0186219348193245,1.02473301149056
"phiJS[2,55]",0.83943,0.9453245,0.999086,0.9341160664,0.0492315700302787,NA,0.000484153663819505,1,10340,0.0341966327177469,1.02619493217434
"phiJS[3,55]",0.706987,0.901294,0.99809,0.88080858255,0.0880909181253516,NA,0.000622155838641308,0.7,20048,0.0261032639964227,1.01528011465989
"phiJS[4,55]",0.662152,0.896849,0.998293,0.8704317603075,0.103086968162358,NA,0.000986177854399003,1,10927,0.047341033536799,1.0097040173425
"phiJS[5,55]",0.783514,0.9308295,0.998454,0.914694079825,0.0667456610603304,NA,0.000442086798320819,0.7,22795,0.016547907882669,1.02009431142348
"phiJS[1,56]",0.672912,0.909057,0.998516,0.880888495625,0.100454388487394,NA,0.000861055366622246,0.9,13611,0.0410968881916129,1.01514571513631
"phiJS[2,56]",0.841469,0.9454925,0.998411,0.934596582225,0.0479237181070284,NA,0.000422672294091548,0.9,12856,0.0401003380849724,1.02166155375705
"phiJS[3,56]",0.744993,0.911458,0.997727,0.89443253905,0.0768369477305498,NA,0.000722075866559172,0.9,11323,0.0309538130818948,1.01813698295269
"phiJS[4,56]",0.677207,0.8993505,0.998123,0.8743450436,0.0987081870091041,NA,0.000904330685731293,0.9,11914,0.0526418619000761,1.01145948951019
"phiJS[5,56]",0.727941,0.9178275,0.998805,0.895874174125,0.0845107166980616,NA,0.000488802854247736,0.6,29892,0.00788390672545609,1.01033414801522
"phiJS[1,57]",0.719972,0.915865,0.998997,0.893761798375,0.086220168878763,NA,0.00059008098995224,0.7,21350,0.0236929568443185,1.01547896899922
"phiJS[2,57]",0.850004,0.9471455,0.999183,0.937060508675,0.0458606451846896,NA,0.000444381947810547,1,10650,0.0418715238006568,1.02482097782031
"phiJS[3,57]",0.734738,0.908396,0.998254,0.890373446875,0.0799180748632212,NA,0.00066183593734888,0.8,14581,0.0251368509166987,1.0218680092776
"phiJS[4,57]",0.688888,0.901074,0.998314,0.877549901175,0.0956254591982354,NA,0.000955893072885593,1,10008,0.0385657884061754,1.01098412534351
"phiJS[5,57]",0.577025,0.892694,0.998423,0.85288500915,0.12723915654243,NA,0.00104283637155791,0.8,14887,0.0467656910254115,1.03308696691147
"phiJS[1,58]",0.735985,0.918232,0.998782,0.897703196475,0.0810226132977175,NA,0.000761138781070219,0.9,11331,0.046539526569535,1.01371212065965
"phiJS[2,58]",0.817869,0.939058,0.998514,0.92635008175,0.0550534034697289,NA,0.000617854516701834,1.1,7940,0.0697890034853624,1.03330244538393
"phiJS[3,58]",0.691357,0.8984145,0.997141,0.876615389025,0.0918453418316892,NA,0.000962156269056394,1,9112,0.0594959631353829,1.02176628240387
"phiJS[4,58]",0.6914,0.90016,0.997716,0.877314360525,0.09425535441528,NA,0.00115489534908519,1.2,6661,0.0762733557020037,1.01196495154
"phiJS[5,58]",0.621569,0.898053,0.998046,0.86457463685,0.114893193832,NA,0.000947062212525627,0.8,14717,0.037964899322947,1.01286263274911
"phiJS[1,59]",0.718865,0.914344,0.997694,0.891821900525,0.086350870743182,NA,0.000613509538556023,0.7,19810,0.0199153614474049,1.0101322828384
"phiJS[2,59]",0.781472,0.929797,0.999204,0.91333547155,0.0670504381735461,NA,0.000470955027334188,0.7,20270,0.020089282568245,1.03372085604382
"phiJS[3,59]",0.596522,0.873058,0.997741,0.84287362805,0.120551423013414,NA,0.000855074559741671,0.7,19876,0.0341069071971966,1.01203519707386
"phiJS[4,59]",0.670849,0.895925,0.998276,0.87062874845,0.100809240700851,NA,0.00101921118058563,1,9783,0.0430201577639576,1.01079836761678
"phiJS[5,59]",0.696983,0.9118705,0.999027,0.8864999111,0.0938192402530464,NA,0.000560653676307436,0.6,28002,0.0101336990697652,1.01110865008017
"phiJS[1,60]",0.776158,0.929042,0.998551,0.91225684545,0.0690738769740831,NA,0.000453979552187953,0.7,23150,0.00734549197612076,1.01398159429479
"phiJS[2,60]",0.792291,0.933538,0.999246,0.91814441275,0.0639980694076105,NA,0.000421019953757866,0.7,23106,0.0159109130435222,1.02545507740788
"phiJS[3,60]",0.445383,0.8501625,0.99792,0.7999942768075,0.163817417532776,NA,0.00150153016538569,0.9,11903,0.0591080385944698,1.05719423089505
"phiJS[4,60]",0.698394,0.9050525,0.998021,0.8822505529,0.0918261681058598,NA,0.000901108860712317,1,10384,0.047594594809342,1.01108213108996
"phiJS[5,60]",0.749484,0.9243615,0.998213,0.904751381875,0.0780017343028513,NA,0.000455066178535077,0.6,29381,0.0149726163041364,1.01304337031852
"phiJS[1,61]",0.758511,0.924462,0.998713,0.905922234875,0.0741610767457884,NA,0.000502321147827561,0.7,21797,0.0238558451049646,1.02683919589096
"phiJS[2,61]",0.781979,0.931877,0.998831,0.915210331475,0.0665726556920857,NA,0.000374807188821682,0.6,31548,0.00673243758271088,1.02025185431002
"phiJS[3,61]",0.581528,0.8781,0.998043,0.8435503289,0.126252690831666,NA,0.000807880786915874,0.6,24422,0.0175018220056994,1.01452366982221
"phiJS[4,61]",0.709639,0.907605,0.998673,0.885505964025,0.0892631231923266,NA,0.00087949750268997,1,10301,0.0387371391046757,1.01142988828939
"phiJS[5,61]",0.729622,0.9217775,0.99919,0.89937466645,0.084244770478179,NA,0.00047764656631454,0.6,31108,0.00952023224504996,1.01390007481436
"phiJS[1,62]",0.765241,0.9266865,0.998609,0.908159862375,0.0724486182580594,NA,0.000478074820724509,0.7,22965,0.0125374736104112,1.02389133368631
"phiJS[2,62]",0.810046,0.9382155,0.99912,0.924141199925,0.0585426630336004,NA,0.000394322021720485,0.7,22042,0.0154069167859619,1.0197888407314
"phiJS[3,62]",0.513902,0.862585,0.997495,0.82057415103,0.144250361961999,NA,0.00110506856541942,0.8,17039,0.0232872721372987,1.0198653237238
"phiJS[4,62]",0.717126,0.909124,0.998495,0.887800259475,0.0868170609668161,NA,0.000901506677780292,1,9274,0.0476212924486443,1.01215266328364
"phiJS[5,62]",0.755369,0.92619,0.998655,0.90690681545,0.0757786869036714,NA,0.000450186056178393,0.6,28334,0.0127275153207411,1.01488194278463
"phiJS[1,63]",0.788264,0.9308465,0.998897,0.915508203375,0.0645591699179538,NA,0.000437458558810242,0.7,21779,0.01638867734964,1.02684498833322
"phiJS[2,63]",0.819912,0.9409595,0.998479,0.9280140666,0.054696277647694,NA,0.000403597963759777,0.7,18366,0.0185929031325604,1.02157683450272
"phiJS[3,63]",0.608491,0.8837325,0.998357,0.85188437615,0.118481541431786,NA,0.000729562073057561,0.6,26374,0.0137501706568214,1.01521952760817
