"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"rho[3,63]",1.2260364717825,0.435654334761934,0.8112478,1.09746,2.41095125,1,14294
"rho[4,63]",1.262843582725,0.549066617120429,0.749089875,1.10586,2.748451,1,9103
"rho[5,63]",1.054063803845,0.234930299710927,0.761689775,1.00152,1.66181025,1,33065
"rho[1,64]",1.054323440755,0.280912195578999,0.757274225,0.988431,1.74908025,1,67153
"rho[2,64]",1.0927416771325,0.250335515198552,0.852748975,1.02165,1.77193075,1,37471
"rho[3,64]",1.776726798805,1.02138596021812,0.870687875,1.43463,4.59215524999998,1,5931
"rho[4,64]",1.9874734511875,1.44257118577128,0.836868425,1.50427,5.861482,1.02,4225
"rho[5,64]",1.1118268697625,0.323082720452431,0.783476825,1.02045,1.9818905,1,22228
"rho[1,65]",1.0522463823875,0.277622509920952,0.76768795,0.9887825,1.7271505,1,68465
"rho[2,65]",1.091623338135,0.255477423391831,0.85591595,1.0196,1.78092025,1,29808
"rho[3,65]",1.242172987425,0.455952076491139,0.8266529,1.09788,2.5031105,1.01,12037
"rho[4,65]",1.2257407251125,0.499632015442415,0.754314975,1.07686,2.5851015,1.01,9701
"rho[5,65]",1.147117167955,0.372161331197326,0.798634975,1.03752,2.17070225,1,14832
"rho[1,66]",1.09560266599,0.356380454122229,0.7526759,1.00268,1.98445025,1,37396
"rho[2,66]",1.0519988315475,0.19697911084653,0.832367,1.00136,1.56594025,1,31510
"rho[3,66]",0.96635287201,0.16400616695033,0.710710775,0.939716,1.37255,1,18087
"rho[4,66]",1.0527564453775,0.284648409834153,0.697357975,0.9846105,1.79284025,1,19118
"rho[5,66]",0.954684875735,0.1614565363028,0.706405975,0.929588,1.350281,1,28868
"rho[1,67]",1.038685646745,0.326300656544638,0.713970975,0.9628585,1.849251,1,72733
"rho[2,67]",0.95859564627,0.129314130144081,0.7621227,0.9383345,1.27701,1,50557
"rho[3,67]",0.89318410418,0.129754213375717,0.65672395,0.8823315,1.190691,1,26314
"rho[4,67]",0.9336805917525,0.149575801064676,0.717876775,0.90884,1.30598,1,29023
"rho[5,67]",0.93269386024,0.163236931187218,0.695383975,0.905284,1.33582025,1,37536
"rho[1,68]",0.9839113103925,0.296960822403484,0.690387875,0.9282345,1.6695,1.01,53724
"rho[2,68]",0.93283688261,0.117515641747634,0.7529979,0.916146,1.21767025,1,48782
